age,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,ft,fta,g,mp,playerID,playerName,teamid,tov,year
21,141,.491,287,35,.337,104,58,79,74,1432,porteot01,"Porter,Otto",WAS,52,2015
23,28,.500,56,3,.273,11,25,33,29,236,poweldw01,"Powell,Dwight",TOT,11,2015
23,4,.800,5,0,,0,1,2,5,9,poweldw01,"Powell,Dwight",BOS,2,2015
23,24,.471,51,3,.273,11,24,31,24,227,poweldw01,"Powell,Dwight",DAL,9,2015
23,48,.440,109,16,.246,65,33,49,50,600,pressph01,"Pressey,Phil",BOS,41,2015
28,36,.450,80,15,.263,57,16,24,26,324,priceaj01,"Price,A.J.",TOT,14,2015
28,24,.480,50,15,.385,39,12,18,10,193,priceaj01,"Price,A.J.",IND,10,2015
28,9,.391,23,0,.000,11,4,6,11,87,priceaj01,"Price,A.J.",CLE,3,2015
28,3,.429,7,0,.000,7,0,0,5,44,priceaj01,"Price,A.J.",PHO,1,2015
31,46,.404,114,31,.284,109,36,45,43,982,pricero01,"Price,Ronnie",LAL,52,2015
37,34,.548,62,57,.343,166,35,41,67,1197,prigipa01,"Prigioni,Pablo",TOT,62,2015
37,25,.543,46,43,.374,115,22,26,43,795,prigipa01,"Prigioni,Pablo",NYK,47,2015
37,9,.563,16,14,.275,51,13,15,24,402,prigipa01,"Prigioni,Pablo",HOU,15,2015
34,146,.436,335,31,.463,67,49,65,58,1397,princta01,"Prince,Tayshaun",TOT,35,2015
34,60,.400,150,15,.455,33,25,30,26,628,princta01,"Prince,Tayshaun",MEM,15,2015
34,28,.549,51,5,.625,8,5,6,9,198,princta01,"Prince,Tayshaun",BOS,4,2015
