age,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,ft,fta,g,mp,playerID,playerName,teamid,tov,year
30,30,.366,82,8,.235,34,7,10,54,484,waltolu01,"Walton,Luke",LAL,31,2011
21,8,.400,20,5,.333,15,6,8,19,134,warrewi01,"Warren,Willie",LAC,8,2011
28,227,.522,435,1,.091,11,212,294,80,1416,warriha01,"Warrick,Hakim",PHO,79,2011
26,102,.362,282,44,.393,112,69,93,82,1091,watsocj01,"Watson,C.J.",CHI,73,2011
31,90,.450,200,36,.336,107,55,82,80,1567,watsoea01,"Watson,Earl",UTA,116,2011
24,6,.333,18,3,.429,7,7,8,5,69,weaveky01,"Weaver,Kyle",UTA,7,2011
24,97,.466,208,55,.417,132,94,122,46,1094,webstma02,"Webster,Martell",MIN,58,2011
24,211,.467,452,17,.279,61,72,94,59,1413,weemsso01,"Weems,Sonny",TOR,86,2011
30,526,.510,1031,2,.222,9,264,327,70,2451,westda01,"West,David",NOH,142,2011
27,43,.494,87,12,.364,33,13,15,24,453,westde01,"West,Delonte",BOS,30,2011
26,8,.471,17,1,.250,4,3,5,6,116,westma02,"West,Mario",NJN,2,2011
22,580,.451,1287,34,.330,103,531,631,82,2847,westbru01,"Westbrook,Russell",OKC,316,2011
24,111,.512,217,0,.000,2,46,64,47,685,whitedj01,"White,D.J.",TOT,14,2011
24,30,.462,65,0,,0,5,10,23,219,whitedj01,"White,D.J.",OKC,7,2011
24,81,.533,152,0,.000,2,41,54,24,466,whitedj01,"White,D.J.",CHA,7,2011
21,0,,0,0,,0,0,0,1,2,whiteha01,"Whiteside,Hassan",SAC,0,2011
28,187,.583,321,0,.000,1,50,89,57,995,wilcoch01,"Wilcox,Chris",DET,43,2011
31,67,.528,127,2,.200,10,40,56,52,676,wilkida02,"Wilkins,Damien",ATL,21,2011
26,323,.491,658,105,.331,317,348,412,65,2465,willide01,"Williams,Deron",TOT,230,2011
26,280,.511,548,89,.345,258,302,354,53,2009,willide01,"Williams,Deron",UTA,187,2011
26,43,.391,110,16,.271,59,46,58,12,456,willide01,"Williams,Deron",NJN,43,2011
35,12,.414,29,10,.263,38,0,0,27,295,willija02,"Williams,Jason",TOT,18,2011
35,6,.400,15,7,.304,23,0,0,16,171,willija02,"Williams,Jason",ORL,11,2011
35,6,.429,14,3,.200,15,0,0,11,124,willija02,"Williams,Jason",MEM,7,2011
27,28,.346,81,13,.289,45,9,12,26,391,willija04,"Williams,Jawad",CLE,16,2011
24,235,.434,542,88,.348,253,293,356,75,1747,willilo02,"Williams,Lou",PHI,102,2011
24,209,.489,427,37,.336,110,147,174,65,1865,willima02,"Williams,Marvin",ATL,62,2011
28,212,.436,486,79,.324,244,151,177,58,1788,willima01,"Williams,Mo",TOT,171,2011
28,142,.436,326,36,.265,136,85,102,36,1065,willima01,"Williams,Mo",CLE,105,2011
28,70,.438,160,43,.398,108,66,75,22,723,willima01,"Williams,Mo",LAC,66,2011
24,166,.502,331,102,.423,241,100,134,80,1626,willire02,"Williams,Reggie",GSW,57,2011
24,79,.457,173,85,.401,212,41,49,64,1323,willish03,"Williams,Shawne",NYK,46,2011
27,103,.468,220,0,,0,58,75,59,911,willish02,"Williams,Shelden",TOT,43,2011
27,82,.453,181,0,,0,34,46,42,713,willish02,"Williams,Shelden",DEN,37,2011
27,21,.538,39,0,,0,24,29,17,198,willish02,"Williams,Shelden",NYK,6,2011
23,37,.398,93,6,.273,22,14,21,21,290,willite01,"Williams,Terrence",TOT,33,2011
23,25,.410,61,4,.333,12,5,10,10,206,willite01,"Williams,Terrence",NJN,25,2011
23,12,.375,32,2,.200,10,9,11,11,84,willite01,"Williams,Terrence",HOU,8,2011
31,178,.419,425,83,.356,233,92,136,82,2410,artesro01,"World Peace,Metta",LAL,90,2011
26,1,.250,4,0,.000,4,0,0,7,31,wrighan01,"Wright,Antoine",SAC,1,2011
23,60,.513,117,0,,0,21,31,37,379,wrighbr03,"Wright,Brandan",TOT,14,2011
23,38,.603,63,0,,0,7,14,21,195,wrighbr03,"Wright,Brandan",GSW,10,2011
23,22,.407,54,0,,0,14,17,16,184,wrighbr03,"Wright,Brandan",NJN,4,2011
25,291,.462,630,194,.376,516,180,228,82,3147,wrighdo01,"Wright,Dorell",GSW,133,2011
23,80,.533,150,2,.200,10,22,43,52,766,wrighju01,"Wright,Julian",TOR,43,2011
25,307,.462,664,105,.387,271,186,228,64,2034,youngni01,"Young,Nick",WAS,90,2011
25,216,.486,444,17,.340,50,89,116,78,1577,youngsa01,"Young,Sam",MEM,61,2011
22,452,.548,825,6,.273,22,123,174,82,2135,youngth01,"Young,Thaddeus",PHI,99,2011
25,7,.438,16,0,,0,7,12,8,63,adrieje01,"Adrien,Jeff",HOU,2,2012
26,241,.504,478,88,.398,221,197,247,62,2086,afflaar01,"Afflalo,Arron",DEN,85,2012
27,2,.400,5,2,.222,9,0,0,4,30,ahearbl01,"Ahearn,Blake",UTA,5,2012
23,13,.361,36,0,,0,7,8,14,122,alabiso01,"Alabi,Solomon",TOR,5,2012
23,22,.524,42,0,,0,13,14,26,173,aldrico01,"Aldrich,Cole",OKC,9,2012
26,481,.516,932,2,.182,11,223,274,55,1994,aldrila01,"Aldridge,LaMarcus",POR,111,2012
22,79,.473,167,0,,0,11,14,41,624,allenla01,"Allen,Lavoy",PHI,20,2012
36,120,.463,259,106,.453,234,97,106,46,1565,allenra02,"Allen,Ray",BOS,68,2012
30,202,.479,422,8,.308,26,140,175,58,1525,allento01,"Allen,Tony",MEM,94,2012
26,5,.357,14,1,.333,3,1,3,4,67,almonmo01,"Almond,Morris",WAS,1,2012
21,137,.431,318,13,.277,47,86,114,66,1477,aminual01,"Aminu,Al-Farouq",NOH,91,2012
29,89,.430,207,0,,0,35,82,60,753,amundlo01,"Amundson,Lou",IND,45,2012
33,59,.546,108,0,,0,50,82,32,486,anderch01,"Andersen,Chris",DEN,17,2012
29,31,.383,81,24,.393,61,29,34,17,461,anderal01,"Anderson,Alan",TOR,25,2012
22,47,.443,106,19,.279,68,39,52,51,603,anderja01,"Anderson,James",SAS,30,2012
23,166,.496,335,166,.393,422,150,171,61,1964,anderry01,"Anderson,Ryan",ORL,57,2012
27,373,.454,822,68,.335,203,295,367,55,1876,anthoca01,"Anthony,Carmelo",NYK,144,2012
29,85,.559,152,0,,0,49,71,64,1349,anthojo01,"Anthony,Joel",MIA,45,2012
30,13,.520,25,13,.333,39,7,10,17,211,arenagi01,"Arenas,Gilbert",MEM,12,2012
26,139,.440,316,29,.333,87,79,102,41,1350,arizatr01,"Ariza,Trevor",NOH,76,2012
25,79,.506,156,0,,0,47,103,66,971,asikom01,"Asik,Omer",CHI,68,2012
24,122,.396,308,61,.341,179,105,120,48,1408,augusdj01,"Augustin,D.J.",CHA,110,2012
26,140,.538,260,0,.000,1,39,63,54,1088,ayongu01,"Ayon,Gustavo",NOH,46,2012
24,15,.417,36,0,,0,4,7,20,106,pendeje02,"Ayres,Jeff",IND,2,2012
28,2,.400,5,1,.333,3,0,0,3,18,azubuke01,"Azubuike,Kelenna",DAL,4,2012
22,28,.384,73,43,.430,100,17,20,40,537,babbilu01,"Babbitt,Luke",POR,27,2012
27,14,.609,23,2,.222,9,8,11,14,115,balkmre01,"Balkman,Renaldo",NYK,6,2012
29,206,.441,467,65,.382,170,101,124,64,1382,barbole01,"Barbosa,Leandro",TOT,94,2012
29,158,.461,343,40,.360,111,76,91,42,946,barbole01,"Barbosa,Leandro",TOR,68,2012
29,48,.387,124,25,.424,59,25,33,22,436,barbole01,"Barbosa,Leandro",IND,26,2012
27,114,.415,275,53,.371,143,76,98,41,1032,bareajo01,"Barea,J.J.",MIN,103,2012
26,175,.474,369,34,.296,115,151,173,31,1032,bargnan01,"Bargnani,Andrea",TOR,69,2012
31,129,.518,249,46,.333,138,95,128,63,1440,barnema02,"Barnes,Matt",LAL,73,2012
30,2,.500,4,0,,0,0,0,2,9,barroea01,"Barron,Earl",GSW,0,2012
26,303,.479,632,0,,0,132,163,59,1868,bassbr01,"Bass,Brandon",BOS,65,2012
35,19,.380,50,0,.000,1,4,4,27,295,battito01,"Battie,Tony",PHI,4,2012
33,51,.468,109,62,.339,183,23,37,65,1499,battish01,"Battier,Shane",MIA,37,2012
23,182,.496,367,107,.391,274,133,159,59,1791,batumni01,"Batum,Nicolas",POR,90,2012
23,73,.424,172,44,.423,104,75,88,31,705,bayleje01,"Bayless,Jerryd",TOR,53,2012
23,183,.462,396,38,.376,101,61,95,47,1087,beaslmi01,"Beasley,Michael",MIN,80,2012
23,150,.479,313,38,.288,132,58,69,53,1151,beaubro01,"Beaubois,Rodrigue",DAL,70,2012
25,179,.445,402,107,.377,284,101,129,66,1966,belinma01,"Belinelli,Marco",NOH,69,2012
35,47,.540,87,34,.391,87,21,25,34,796,bellra01,"Bell,Raja",UTA,21,2012
23,0,.000,1,0,,0,0,0,3,9,bensoke02,"Benson,Keith",GSW,0,2012
33,8,.205,39,27,.318,85,6,8,39,557,bibbymi01,"Bibby,Mike",NYK,20,2012
25,39,.609,64,0,,0,1,9,47,739,biedran01,"Biedrins,Andris",GSW,14,2012
35,35,.340,103,48,.384,125,85,95,20,607,billuch01,"Billups,Chauncey",LAC,38,2012
19,129,.464,278,0,,0,69,143,63,1455,biyombi01,"Biyombo,Bismack",CHA,71,2012
22,269,.535,503,0,.000,1,73,119,64,1363,blairde01,"Blair,DeJuan",SAS,92,2012
31,48,.436,110,53,.335,158,21,27,53,1237,blakest01,"Blake,Steve",LAL,72,2012
25,91,.382,238,2,.286,7,33,49,26,626,blatcan01,"Blatche,Andray",WAS,37,2012
22,43,.448,96,6,.200,30,28,44,40,464,bledser01,"Bledsoe,Eric",LAC,47,2012
31,5,.556,9,3,.250,12,2,5,5,94,boganke01,"Bogans,Keith",NJN,3,2012
27,61,.452,135,0,.000,1,14,23,12,364,bogutan01,"Bogut,Andrew",MIL,24,2012
31,49,.490,100,105,.420,250,16,21,65,1326,bonnema01,"Bonner,Matt",SAS,14,2012
24,180,.531,339,1,.500,2,56,93,50,1261,booketr01,"Booker,Trevor",WAS,58,2012
30,448,.533,841,0,.000,1,95,137,66,1948,boozeca01,"Boozer,Carlos",CHI,115,2012
27,383,.496,772,10,.286,35,229,279,57,2007,boshch01,"Bosh,Chris",MIA,117,2012
35,10,.370,27,2,.222,9,13,15,8,111,boykiea01,"Boykins,Earl",HOU,7,2012
24,6,.250,24,3,.333,9,1,2,14,88,brackcr01,"Brackins,Craig",PHI,4,2012
21,178,.511,348,22,.407,54,62,78,64,1368,bradlav01,"Bradley,Avery",BOS,75,2012
32,287,.495,580,0,.000,1,85,116,60,1732,brandel01,"Brand,Elton",PHI,65,2012
25,168,.500,336,33,.260,127,90,130,59,1287,breweco01,"Brewer,Corey",DEN,56,2012
26,171,.455,376,19,.275,69,56,100,66,1635,brewero02,"Brewer,Ronnie",CHI,59,2012
24,15,.341,44,0,.000,1,7,15,35,239,brockjo01,"Brockman,Jon",MIL,10,2012
23,227,.463,490,47,.313,150,113,148,56,1648,brookma01,"Brooks,MarShon",NJN,118,2012
24,206,.535,385,6,.250,24,94,141,65,1443,brownde04,"Brown,Derrick",CHA,55,2012
29,21,.525,40,0,,0,15,34,9,187,brownkw01,"Brown,Kwame",GSW,14,2012
26,183,.446,410,68,.362,188,80,99,59,1400,brownsh01,"Brown,Shannon",PHO,64,2012
33,487,.464,1049,87,.303,287,381,451,58,2232,bryanko01,"Bryant,Kobe",LAL,204,2012
23,120,.476,252,88,.402,219,54,70,58,1298,budinch01,"Budinger,Chase",HOU,55,2012
20,138,.442,312,15,.333,45,104,143,59,939,burksal01,"Burks,Alec",UTA,51,2012
31,195,.435,448,92,.358,257,87,107,63,1871,butleca01,"Butler,Caron",LAC,77,2012
22,30,.441,68,2,.182,11,43,56,42,359,butleji01,"Butler,Jimmy",CHI,14,2012
32,20,.357,56,21,.273,77,7,12,34,453,butlera01,"Butler,Rasual",TOR,15,2012
27,3,.600,5,0,.000,6,4,4,2,37,byarsde01,"Byars,Derrick",SAS,0,2012
24,443,.560,791,1,.200,5,234,338,60,2112,bynuman01,"Bynum,Andrew",LAL,152,2012
29,67,.406,165,7,.241,29,49,64,36,514,bynumwi01,"Bynum,Will",DET,54,2012
30,159,.500,318,59,.371,159,60,68,53,1799,caldejo01,"Calderon,Jose",TOR,104,2012
37,126,.447,282,2,.400,5,29,64,59,1352,cambyma01,"Camby,Marcus",TOT,57,2012
37,67,.416,161,0,,0,18,38,40,894,cambyma01,"Camby,Marcus",POR,47,2012
37,59,.488,121,2,.400,5,11,26,19,458,cambyma01,"Camby,Marcus",HOU,10,2012
34,4,.667,6,10,.204,49,5,6,44,277,cardibr01,"Cardinal,Brian",DAL,8,2012
25,36,.419,86,7,.368,19,14,16,24,348,carrode01,"Carroll,DeMarre",TOT,11,2012
25,6,1.000,6,0,,0,0,0,4,21,carrode01,"Carroll,DeMarre",DEN,2,2012
25,30,.375,80,7,.368,19,14,16,20,327,carrode01,"Carroll,DeMarre",UTA,9,2012
31,44,.386,114,8,.186,43,30,38,53,596,carroma01,"Carroll,Matt",CHA,24,2012
36,12,.333,36,5,.294,17,8,10,24,209,cartean01,"Carter,Anthony",TOR,17,2012
35,149,.442,337,74,.361,205,95,115,61,1542,cartevi01,"Carter,Vince",DAL,84,2012
23,113,.463,244,53,.315,168,74,108,65,1341,casspom01,"Casspi,Omri",CLE,64,2012
25,122,.513,238,101,.388,260,80,101,64,1825,chalmma01,"Chalmers,Mario",MIA,142,2012
29,241,.683,353,0,.000,2,217,315,62,2061,chandty01,"Chandler,Tyson",NYK,102,2012
24,28,.418,67,3,.250,12,10,12,8,215,chandwi01,"Chandler,Wilson",DEN,18,2012
28,44,.587,75,4,.167,24,0,2,34,491,childjo01,"Childress,Josh",PHO,9,2012
24,51,.367,139,0,,0,21,29,45,559,clarkea01,"Clark,Earl",ORL,25,2012
23,156,.417,374,21,.276,76,66,85,65,1260,coleno01,"Cole,Norris",MIA,105,2012
33,16,.400,40,0,,0,7,15,30,308,collija04,"Collins,Jason",ATL,10,2012
24,196,.457,429,34,.362,94,127,153,60,1878,collida01,"Collison,Darren",IND,114,2012
31,120,.600,200,0,.000,1,44,62,63,1307,collini01,"Collison,Nick",OKC,61,2012
24,236,.450,525,60,.377,159,136,158,62,2174,conlemi01,"Conley,Mike",MEM,125,2012
31,21,.438,48,10,.200,50,9,10,32,276,cookbr01,"Cook,Brian",TOT,11,2012
31,6,.273,22,5,.185,27,4,4,16,121,cookbr01,"Cook,Brian",LAC,4,2012
31,15,.577,26,5,.217,23,5,6,16,155,cookbr01,"Cook,Brian",WAS,7,2012
24,30,.441,68,79,.346,228,14,22,57,989,cookda02,"Cook,Daequan",OKC,16,2012
21,446,.453,985,2,.143,14,262,373,64,1950,couside01,"Cousins,DeMarcus",SAC,170,2012
31,203,.426,477,80,.308,260,191,206,60,1613,crawfja01,"Crawford,Jamal",POR,111,2012
23,270,.451,599,79,.289,273,161,203,64,1753,crawfjo02,"Crawford,Jordan",WAS,141,2012
24,144,.520,277,0,.000,2,45,69,64,1124,cunnida01,"Cunningham,Dante",MEM,29,2012
29,12,.462,26,0,,0,6,8,14,83,curryed01,"Curry,Eddy",MIA,10,2012
23,90,.514,175,55,.455,121,38,47,26,732,curryst01,"Curry,Stephen",GSW,65,2012
30,200,.508,394,0,.000,1,90,113,65,1446,dalemsa01,"Dalembert,Samuel",HOU,82,2012
36,1,.125,8,0,,0,0,0,15,83,dampier01,"Dampier,Erick",ATL,3,2012
31,52,.391,133,0,.000,10,17,23,38,484,daniema01,"Daniels,Marquis",BOS,28,2012
32,42,.424,99,26,.306,85,16,24,29,595,davisba01,"Davis,Baron",NYK,76,2012
22,172,.515,334,0,.000,1,71,106,66,1534,davised01,"Davis,Ed",TOR,67,2012
26,223,.429,520,2,.143,14,114,167,61,1427,davisgl01,"Davis,Glen",ORL,75,2012
31,6,.429,14,4,.308,13,4,8,15,130,davisjo02,"Davis,Josh",MEM,3,2012
27,7,.583,12,0,,0,1,2,4,39,dawsoer01,"Dawson,Eric",SAS,3,2012
23,60,.364,165,13,.210,62,35,43,41,603,dayeau01,"Daye,Austin",DET,40,2012
29,96,.449,214,86,.360,239,38,48,54,1537,delfica01,"Delfino,Carlos",MIL,66,2012
26,232,.430,540,79,.367,215,127,165,54,2129,denglu01,"Deng,Luol",CHI,96,2012
26,8,.571,14,2,.143,14,4,6,6,91,dentmju01,"Dentmon,Justin",TOT,7,2012
26,2,1.000,2,0,.000,4,0,0,2,19,dentmju01,"Dentmon,Justin",SAS,1,2012
26,6,.500,12,2,.200,10,4,6,4,72,dentmju01,"Dentmon,Justin",TOR,6,2012
22,357,.440,811,24,.261,92,268,331,63,2206,derozde01,"DeRozan,DeMar",TOR,123,2012
29,125,.496,252,31,.313,99,22,35,57,1424,diawbo01,"Diaw,Boris",TOT,112,2012
29,93,.472,197,23,.267,86,17,27,37,1018,diawbo01,"Diaw,Boris",CHA,84,2012
29,32,.582,55,8,.615,13,5,8,20,406,diawbo01,"Diaw,Boris",SAS,28,2012
28,0,.000,2,0,,0,2,2,2,14,dioguik01,"Diogu,Ike",SAS,1,2012
30,15,.357,42,0,,0,1,6,27,325,diopde01,"Diop,DeSagana",CHA,19,2012
31,39,.476,82,27,.333,81,23,31,46,662,doolike01,"Dooling,Keyon",BOS,34,2012
25,67,.387,173,27,.231,117,22,26,38,656,douglto01,"Douglas,Toney",NYK,56,2012
25,209,.525,398,68,.337,202,153,190,66,1752,dragigo01,"Dragic,Goran",HOU,157,2012
26,232,.535,434,80,.383,209,119,164,65,2020,dudleja01,"Dudley,Jared",PHO,72,2012
29,35,.417,84,50,.420,119,17,21,63,1226,duhonch01,"Duhon,Chris",ORL,81,2012
35,361,.495,729,0,.000,4,173,249,58,1634,duncati01,"Duncan,Tim",SAS,97,2012
31,156,.527,296,83,.399,208,116,143,55,1445,dunlemi02,"Dunleavy,Mike",MIL,58,2012
23,510,.535,953,133,.387,344,431,501,66,2546,duranke01,"Durant,Kevin",OKC,248,2012
24,18,.450,40,1,.125,8,28,36,9,180,dysonje01,"Dyson,Jerome",NOH,20,2012
22,37,.463,80,0,.000,9,23,35,24,396,ebankde01,"Ebanks,Devin",LAL,18,2012
24,87,.448,194,35,.324,108,32,40,51,973,ellinwa01,"Ellington,Wayne",MIN,26,2012
26,388,.462,839,62,.308,201,219,275,58,2120,ellismo01,"Ellis,Monta",TOT,177,2012
26,255,.465,548,50,.321,156,151,186,37,1365,ellismo01,"Ellis,Monta",GSW,123,2012
26,133,.457,291,12,.267,45,68,89,21,755,ellismo01,"Ellis,Monta",MIL,54,2012
35,1,.333,3,0,,0,0,0,5,16,elsonfr01,"Elson,Francisco",PHI,1,2012
29,4,.667,6,0,.000,1,5,8,6,45,emmetan01,"Emmett,Andre",NJN,2,2012
25,39,.527,74,0,,0,21,41,28,333,erdense01,"Erden,Semih",CLE,16,2012
24,27,.659,41,0,.000,1,8,16,29,217,evansje01,"Evans,Jeremy",UTA,5,2012
33,28,.418,67,17,.378,45,10,13,24,343,evansma01,"Evans,Maurice",WAS,10,2012
31,34,.472,72,0,,0,36,71,56,771,evansre01,"Evans,Reggie",LAC,44,2012
22,388,.484,801,20,.202,99,201,258,63,2162,evansty01,"Evans,Tyreke",SAC,171,2012
22,5,.227,22,1,.333,3,4,8,7,102,eyengch01,"Eyenga,Christian",TOT,3,2012
22,2,.118,17,1,.500,2,2,6,6,83,eyengch01,"Eyenga,Christian",CLE,2,2012
22,3,.600,5,0,.000,1,2,2,1,19,eyengch01,"Eyenga,Christian",LAL,1,2012
22,181,.586,309,0,,0,109,164,46,1037,farieke01,"Faried,Kenneth",DEN,54,2012
25,92,.484,190,55,.440,125,57,63,39,831,farmajo01,"Farmar,Jordan",NJN,68,2012
20,222,.499,445,0,,0,126,194,65,1376,favorde01,"Favors,Derrick",UTA,103,2012
27,199,.453,439,62,.305,203,100,124,60,1906,feltora01,"Felton,Raymond",POR,170,2012
26,59,.573,103,40,.328,122,30,43,31,710,fernaru01,"Fernandez,Rudy",DEN,40,2012
25,2,.400,5,0,,0,4,6,3,17,fesenky01,"Fesenko,Kyrylo",IND,0,2012
23,205,.523,392,31,.256,121,77,137,66,1894,fieldla01,"Fields,Landry",NYK,102,2012
37,94,.393,239,35,.321,109,57,67,63,1508,fishede01,"Fisher,Derek",TOT,73,2012
37,68,.410,166,24,.324,74,44,53,43,1101,fishede01,"Fisher,Derek",LAL,58,2012
37,26,.356,73,11,.314,35,13,14,20,407,fishede01,"Fisher,Derek",OKC,15,2012
22,36,.371,97,10,.294,34,29,39,29,416,flynnjo01,"Flynn,Jonny",TOT,36,2012
22,10,.313,32,2,.222,9,11,14,11,135,flynnjo01,"Flynn,Jonny",HOU,9,2012
22,26,.400,65,8,.320,25,18,25,18,281,flynnjo01,"Flynn,Jonny",POR,27,2012
24,2,.333,6,0,,0,0,0,4,39,footeje01,"Foote,Jeff",NOH,2,2012
26,83,.441,188,29,.349,83,66,91,48,713,forbega01,"Forbes,Gary",TOR,54,2012
28,17,.486,35,2,.250,8,11,14,14,191,fordtj01,"Ford,T.J.",SAS,23,2012
23,8,.421,19,3,.231,13,10,15,10,95,fortsco01,"Fortson,Courtney",TOT,10,2012
23,4,.500,8,1,.250,4,6,9,4,46,fortsco01,"Fortson,Courtney",LAC,5,2012
23,4,.364,11,2,.222,9,4,6,6,49,fortsco01,"Fortson,Courtney",HOU,5,2012
35,8,.471,17,1,1.000,1,6,9,11,141,fosteje01,"Foster,Jeff",IND,7,2012
28,129,.410,315,127,.386,329,73,85,65,1682,foyera01,"Foye,Randy",LAC,73,2012
22,94,.409,230,78,.361,216,40,48,61,1135,fredeji01,"Fredette,Jimmer",SAC,67,2012
28,164,.469,350,91,.346,263,73,82,64,1669,fryech01,"Frye,Channing",PHO,63,2012
33,0,.000,2,0,,0,0,2,2,13,gadzuda01,"Gadzuric,Dan",NYK,1,2012
25,74,.392,189,28,.341,82,59,96,57,793,gainesu01,"Gaines,Sundiata",NJN,52,2012
23,133,.470,283,60,.328,183,182,209,43,1351,gallida01,"Gallinari,Danilo",DEN,68,2012
30,48,.490,98,38,.290,131,24,30,49,798,garcifr01,"Garcia,Francisco",SAC,22,2012
35,388,.505,768,3,.333,9,162,189,60,1864,garneke01,"Garnett,Kevin",BOS,107,2012
27,356,.489,728,1,.083,12,237,317,65,2370,gasolma01,"Gasol,Marc",MEM,121,2012
31,452,.508,890,7,.259,27,204,261,65,2430,gasolpa01,"Gasol,Pau",LAL,142,2012
25,431,.482,894,54,.312,173,208,263,65,2422,gayru01,"Gay,Rudy",MEM,161,2012
24,183,.442,414,44,.321,137,167,212,63,1827,geeal01,"Gee,Alonzo",CLE,114,2012
21,191,.472,405,90,.385,234,146,182,66,1958,georgpa01,"George,Paul",IND,117,2012
25,32,.294,109,55,.396,139,34,43,35,916,gibsoda01,"Gibson,Daniel",CLE,45,2012
26,200,.495,404,0,,0,84,135,63,1284,gibsota01,"Gibson,Taj",CHI,60,2012
34,98,.616,159,52,.413,126,88,101,34,792,ginobma01,"Ginobili,Manu",SAS,64,2012
25,25,.424,59,0,,0,6,12,26,252,gladnmi01,"Gladness,Mickell",TOT,7,2012
25,1,.333,3,0,,0,0,0,8,28,gladnmi01,"Gladness,Mickell",MIA,3,2012
25,24,.429,56,0,,0,6,12,18,224,gladnmi01,"Gladness,Mickell",GSW,4,2012
29,27,.409,66,4,.138,29,8,11,32,425,gomesry01,"Gomes,Ryan",LAC,15,2012
30,271,.450,602,16,.291,55,176,208,56,1469,goodedr01,"Gooden,Drew",MIL,109,2012
28,171,.446,383,63,.429,147,117,136,52,1398,gordobe01,"Gordon,Ben",DET,115,2012
23,53,.530,100,10,.250,40,49,65,9,310,gordoer01,"Gordon,Eric",NOH,24,2012
27,427,.557,767,0,.000,2,163,251,66,2114,gortama01,"Gortat,Marcin",PHO,90,2012
23,40,.404,99,28,.373,75,11,12,40,419,goudean01,"Goudelock,Andrew",LAL,21,2012
28,268,.434,618,123,.381,323,254,291,62,2062,grangda01,"Granger,Danny",IND,110,2012
27,83,.516,161,0,,0,25,47,49,813,grayaa01,"Gray,Aaron",TOR,51,2012
24,109,.449,243,102,.436,234,79,100,66,1522,greenda02,"Green,Danny",SAS,67,2012
26,111,.529,210,43,.391,110,49,65,31,781,greenge01,"Green,Gerald",NJN,55,2012
30,103,.486,212,50,.442,113,48,56,53,922,greenwi01,"Green,Willie",ATL,33,2012
23,83,.516,161,25,.238,105,44,55,53,777,greendo01,"Greene,Donte",SAC,32,2012
22,559,.556,1006,2,.125,16,244,468,66,2392,griffbl01,"Griffin,Blake",LAC,150,2012
26,26,.553,47,0,.000,1,18,26,35,206,haddaha01,"Haddadi,Hamed",MEM,21,2012
21,31,.484,64,17,.362,47,2,5,26,258,hamiljo02,"Hamilton,Jordan",DEN,16,2012
33,123,.466,264,17,.370,46,29,37,28,697,hamilri01,"Hamilton,Richard",CHI,49,2012
26,194,.406,478,0,.000,1,226,278,66,1442,hansbty01,"Hansbrough,Tyler",IND,65,2012
24,18,.409,44,5,.238,21,9,12,21,231,haranlu01,"Harangody,Luke",CLE,4,2012
22,195,.579,337,114,.390,292,312,369,62,1946,hardeja01,"Harden,James",OKC,137,2012
22,7,.389,18,2,.154,13,0,1,14,84,harpeju01,"Harper,Justin",ORL,6,2012
22,43,.478,90,20,.339,59,16,26,37,540,harrejo01,"Harrellson,Josh",NYK,20,2012
31,244,.519,470,101,.333,303,119,176,64,1761,harrial01,"Harrington,Al",DEN,112,2012
28,164,.498,329,77,.362,213,156,209,63,1741,harride01,"Harris,Devin",UTA,122,2012
22,48,.421,114,12,.333,36,41,59,26,456,harrima01,"Harris,Manny",CLE,27,2012
24,21,.477,44,8,.205,39,14,21,22,318,harrite01,"Harris,Terrel",MIA,25,2012
19,73,.500,146,6,.261,23,44,54,42,479,harrito02,"Harris,Tobias",MIL,31,2012
31,151,.423,357,0,,0,83,102,64,1589,hasleud01,"Haslem,Udonis",MIA,60,2012
23,153,.498,307,3,.250,12,40,55,37,920,hawessp01,"Hawes,Spencer",PHI,55,2012
28,73,.435,168,0,.000,2,26,39,54,1039,hayesch01,"Hayes,Chuck",SAC,50,2012
21,212,.496,427,55,.346,159,193,232,66,2015,haywago01,"Hayward,Gordon",UTA,109,2012
25,9,.375,24,4,.286,14,7,12,26,141,haywala01,"Hayward,Lazar",OKC,9,2012
32,118,.518,228,0,,0,45,96,54,1146,haywobr01,"Haywood,Brendan",DAL,46,2012
24,321,.475,676,11,.234,47,155,204,55,1831,hendege02,"Henderson,Gerald",CHA,100,2012
20,83,.393,211,7,.412,17,52,85,45,759,henryxa01,"Henry,Xavier",NOH,35,2012
25,332,.498,667,0,.000,1,170,239,65,1937,hibbero01,"Hibbert,Roy",IND,128,2012
23,183,.469,390,0,.000,2,86,134,54,1244,hicksjj01,"Hickson,J.J.",TOT,70,2012
23,64,.372,172,0,.000,1,37,58,35,644,hicksjj01,"Hickson,J.J.",SAC,39,2012
23,119,.546,218,0,.000,1,49,76,19,600,hicksjj01,"Hickson,J.J.",POR,31,2012
22,48,.343,140,4,.200,20,42,60,38,423,higgico01,"Higgins,Cory",CHA,39,2012
29,211,.542,389,0,.000,4,113,168,39,1110,hilarne01,"Hilario,Nene",TOT,96,2012
29,143,.513,279,0,.000,2,90,133,28,826,hilarne01,"Hilario,Nene",DEN,77,2012
29,68,.618,110,0,.000,2,23,35,11,284,hilarne01,"Hilario,Nene",WAS,19,2012
25,114,.489,233,54,.367,147,91,117,50,1274,hillge01,"Hill,George",IND,52,2012
39,187,.470,398,14,.264,53,83,109,49,1378,hillgr01,"Hill,Grant",PHO,65,2012
